5=0.39196197061365595,6=0.15773552290406204,7=0.09709017574186098,12=0.06741573033707857,1=0.03831748775568995,9=0.03716508210890229,0=0.037021031403053836,11=0.032843560933448535,10=0.03010659752232782,2=0.029674445404782448,8=0.027081532699510188,4=0.02679343128781327,3=0.026793431287813266,
7=0.17517875383043915,0=0.10623084780388152,9=0.0870786516853933,12=0.0858018386108274,3=0.08197139938712977,1=0.0697139938712973,8=0.06639427987742601,11=0.06205311542390199,4=0.05975485188968343,5=0.0564351378958121,6=0.054136874361593514,10=0.047752808988764044,2=0.04749744637385086,
12=0.12207713331308837,0=0.12177345885211051,7=0.11752201639842091,9=0.10294564227148496,1=0.08442150015183716,11=0.06832675372001214,6=0.0570907986638324,8=0.054661402976009715,5=0.05466140297600971,10=0.054357728515031886,2=0.05405405405405404,3=0.05405405405405404,4=0.05405405405405404,
1=0.2850095916689505,8=0.10687859687585641,11=0.097012880241162,3=0.05809810907097839,4=0.05398739380652237,0=0.05124691696355169,9=0.05069882159495756,10=0.05042477391066049,6=0.04987667854206635,12=0.04960263085776929,7=0.04932858317347222,5=0.04905453548917515,2=0.048780487804878085,
5=0.15885315769081756,11=0.0759395583107322,4=0.07361487795428127,12=0.06974041069352958,6=0.06935296396745441,7=0.06935296396745441,3=0.0693529639674544,0=0.06896551724137924,1=0.06896551724137924,2=0.06896551724137924,8=0.06896551724137924,9=0.06896551724137924,10=0.06896551724137924,
2=0.5093925561797753,11=0.1035814606741573,5=0.07136587078651685,4=0.06750351123595505,1=0.06522120786516854,10=0.03871137640449438,0=0.028177668539325844,9=0.022998595505617978,8=0.020189606741573034,6=0.019048455056179775,3=0.018082865168539325,7=0.017995084269662922,12=0.01773174157303371,
11=0.14060995184590672,0=0.11749598715890841,9=0.10850722311396455,1=0.08988764044943809,7=0.0728731942215087,12=0.06452648475120373,10=0.06260032102728723,8=0.05778491171749587,2=0.05714285714285703,3=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,
4=0.2041655248013154,0=0.11372978898328304,1=0.09591668950397372,9=0.0904357358180324,11=0.0657714442312963,8=0.06357906275691974,12=0.05809810907097839,7=0.05782406138668132,3=0.05371334612222531,2=0.04932858317347222,5=0.04932858317347222,6=0.04905453548917515,10=0.04905453548917515,
0=0.1355124276472591,9=0.12700034048348652,1=0.09533537623425259,7=0.07626830098740206,11=0.07286346612189304,12=0.0687776642832822,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13278855975485193,9=0.12053115423901942,1=0.0949948927477017,11=0.0837589376915219,7=0.07660878447395296,12=0.0667347633639768,4=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.20224719101123587,0=0.10770073992874761,9=0.09646478487256789,1=0.09591668950397374,7=0.06412715812551388,11=0.06412715812551388,8=0.061660728966840266,3=0.055631679912304784,12=0.055631679912304784,2=0.04932858317347222,5=0.04905453548917515,6=0.04905453548917515,10=0.04905453548917515,
0=0.14061967994552266,9=0.11304051753489956,1=0.09737827715355801,11=0.0837589376915219,7=0.07388491658154574,12=0.0670752468505277,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13244807626830102,9=0.125297923050732,1=0.09022812393598903,11=0.08205652025876739,7=0.07592781750085115,12=0.0687776642832822,4=0.060946544092611465,5=0.060946544092611465,6=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1365338781069119,9=0.11508341845420497,1=0.0970377936670071,7=0.07899216887980927,11=0.07797071842015656,12=0.06979911474293492,6=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
11=0.1563402889245584,0=0.11203852327447823,9=0.10080256821829842,1=0.09020866773675752,7=0.07351524879614757,12=0.06484751203852318,10=0.05778491171749588,6=0.05778491171749587,8=0.05778491171749587,4=0.05746388443017645,2=0.05714285714285703,3=0.05714285714285703,5=0.05714285714285703,
4=0.22439807383627572,8=0.07929373996789714,1=0.07768860353130004,3=0.065489566613162,11=0.06388443017656492,9=0.06324237560192605,12=0.06324237560192605,0=0.06292134831460663,6=0.060995184590690095,7=0.06035313001605127,10=0.05971107544141241,2=0.059711075441412395,5=0.05906902086677356,
4=0.21718278980542613,6=0.18155659084680725,3=0.14839682104686214,8=0.09673883255686483,5=0.05782406138668129,12=0.056590846807344476,11=0.04138120032885725,0=0.04014798574952044,9=0.03973691422307484,7=0.03425596053713348,1=0.033570841326390814,2=0.026856673061112654,10=0.02576048232392438,
10=0.32729562185199523,2=0.25019372336303763,5=0.10964742347927164,1=0.07380860131731888,6=0.06480046493607129,9=0.028671057729562202,0=0.02828361100348703,7=0.021987601704765592,11=0.021890740023246803,12=0.02024409143742735,4=0.01811313444401393,3=0.01772568771793876,8=0.0173382409918636,
11=0.13275072825634623,3=0.13136357331113882,6=0.1266472464974337,8=0.09807185462616175,1=0.097933139131641,2=0.09585240671383001,7=0.08558746011929537,10=0.07005132473297275,0=0.03620474406991265,9=0.03440144264114307,12=0.03259814121237344,4=0.0324594257178527,5=0.026078512969898784,
4=0.22471910112359547,3=0.17000488519785054,6=0.14834717472724324,8=0.10405471421592571,7=0.06334473212831794,9=0.04364110079791568,0=0.04315258101286437,12=0.04233838137111221,1=0.036801823807197556,11=0.03468490473864194,10=0.029799706888128972,2=0.02963686695977854,5=0.029474027031428107,
6=0.23046772929187365,7=0.16514240919780526,9=0.07133524954272284,0=0.06663182649594991,12=0.06349621113143461,11=0.06114449960804815,1=0.05905408936503794,10=0.04860203814998698,5=0.04729553174810562,2=0.04677292918735307,3=0.04677292918735307,8=0.04677292918735307,4=0.0465116279069768,
6=0.24459809853068232,0=0.0855661192739843,9=0.08354940939210588,1=0.07288965715932,7=0.07202535292422924,11=0.06770383174877549,12=0.062229904926534046,10=0.05387496398732346,5=0.052146355517141946,2=0.051570152693748116,3=0.05128205128205119,4=0.05128205128205119,8=0.05128205128205119,
6=0.22796504369538045,1=0.16828963795255908,7=0.09263420724094873,0=0.06292134831460669,9=0.0611735330836454,12=0.05967540574282141,11=0.05692883895131082,10=0.04619225967540569,5=0.04519350811485637,2=0.04494382022471904,3=0.04469413233458171,4=0.04469413233458171,8=0.04469413233458171,
4=0.2399308556611925,3=0.16231633535004303,7=0.10734658599827125,12=0.0743301642178046,8=0.06897147796024193,9=0.05980985306827999,0=0.05911840968020737,1=0.04874675885911835,11=0.04252376836646494,6=0.04027657735522898,5=0.032843560933448514,10=0.03215211754537591,2=0.03163353500432145,
5=0.2684676069806357,12=0.10399234998804688,0=0.09371264642601004,9=0.07650011953143677,1=0.07147979918718624,11=0.05689696390150609,7=0.055462586660291656,6=0.05163758068371979,2=0.04900788907482665,4=0.04350944298350459,10=0.04350944298350459,3=0.043031317236433116,8=0.042792254362897374,
1=0.1463483146067416,12=0.11910112359550562,0=0.10393258426966284,9=0.0884831460674157,3=0.06853932584269659,4=0.06685393258426965,7=0.06573033707865167,8=0.06544943820224719,11=0.0634831460674157,6=0.058146067415730286,10=0.0519662921348314,5=0.0514044943820224,2=0.0505617977528089,
0=0.13823629553966638,9=0.12053115423901946,1=0.09771876064010891,11=0.07694926796050387,7=0.07558733401430025,12=0.0667347633639768,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.22497446373850866,0=0.09729315628192035,9=0.09397344228804906,8=0.09397344228804902,1=0.07992849846782436,11=0.061031664964249305,3=0.06026557711950973,7=0.05464759959141987,12=0.05081716036772219,5=0.04622063329928497,6=0.045709908069458606,10=0.045709908069458606,2=0.04545454545454543,
0=0.13721484508001372,9=0.11167858358869592,1=0.09533537623425259,11=0.0840994211780728,7=0.07797071842015656,12=0.06945863125638402,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13516192994051535,9=0.11070720423000649,1=0.09418374091209505,12=0.0892267019167216,7=0.07699933906146716,11=0.07699933906146716,3=0.06080634500991397,4=0.060145406477197495,6=0.05981493721083927,8=0.059153998678122814,5=0.05915399867812281,2=0.05882352941176458,10=0.05882352941176458,
11=0.13964686998394857,0=0.07223113964686993,1=0.07182985553772066,2=0.07182985553772066,3=0.07182985553772066,5=0.07182985553772066,9=0.07182985553772066,10=0.07182985553772066,4=0.07142857142857138,6=0.07142857142857138,7=0.07142857142857138,8=0.07142857142857138,12=0.07142857142857138,
4=0.22580645161290355,0=0.06451612903225802,1=0.06451612903225802,2=0.06451612903225802,3=0.06451612903225802,5=0.06451612903225802,6=0.06451612903225802,7=0.06451612903225802,8=0.06451612903225802,9=0.06451612903225802,10=0.06451612903225802,11=0.06451612903225802,12=0.06451612903225802,
4=0.29371488764044945,3=0.1701193820224719,5=0.07935393258426966,0=0.06759129213483146,8=0.060393258426966294,9=0.05828651685393258,1=0.05003511235955056,11=0.047928370786516857,7=0.04002808988764045,12=0.03704353932584269,10=0.03195224719101124,2=0.031776685393258425,6=0.031776685393258425,
2=0.513888888888889,4=0.12531210986267166,3=0.07061485642946322,11=0.06772784019975032,5=0.052980649188514355,10=0.03167915106117351,0=0.029104244694132333,9=0.024110486891385754,1=0.019662921348314582,8=0.018570536828963764,7=0.017009987515605465,12=0.015293383270911334,6=0.014044943820224691,
11=0.14349919743178147,0=0.1296950240770464,9=0.10882825040128398,1=0.08475120385232733,7=0.06837881219903681,12=0.06388443017656491,6=0.05746388443017645,8=0.05746388443017645,10=0.05746388443017645,2=0.05714285714285703,3=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,
0=0.13346952672795373,9=0.11644535240040858,1=0.09397344228804899,11=0.08580183861082732,7=0.07660878447395296,12=0.0684371807967313,2=0.061287027579162365,8=0.060946544092611465,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
0=0.1348314606741574,9=0.11576438542730681,1=0.09874021109976161,11=0.08001361933946198,7=0.07694926796050386,12=0.0687776642832822,6=0.060946544092611465,10=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,
4=0.31179775280898886,3=0.1794007490636704,0=0.07715355805243439,9=0.06797752808988759,1=0.05636704119850182,11=0.045692883895131056,8=0.04363295880149809,7=0.042696629213483106,12=0.039513108614232184,10=0.0342696629213483,6=0.03408239700374531,2=0.03370786516853932,5=0.03370786516853932,
0=0.13415049370105553,9=0.11644535240040858,1=0.09976166155941434,11=0.08103506979911468,7=0.07694926796050386,12=0.0663942798774259,3=0.061287027579162365,8=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
1=0.2250072025352921,12=0.10717372515125308,0=0.09478536444828572,9=0.0884471333909535,11=0.0648228176318063,7=0.06050129645635256,8=0.05157015269374811,2=0.05128205128205119,3=0.05128205128205119,4=0.05128205128205119,5=0.05128205128205119,6=0.05128205128205119,10=0.05128205128205119,
4=0.291166214645486,3=0.16543975203409528,0=0.07884540875629602,12=0.0707090275087175,9=0.06819062378922898,1=0.056179775280898896,11=0.04552499031383187,8=0.042812863231305696,7=0.04261913986826811,2=0.03487020534676479,5=0.034676481983727206,6=0.03448275862068962,10=0.03448275862068962,
0=0.12841091492776868,12=0.12359550561797734,9=0.10850722311396455,1=0.09277688603531291,11=0.07800963081861946,7=0.06773675762439797,3=0.05746388443017645,4=0.05746388443017645,8=0.05746388443017645,2=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,10=0.05714285714285703,
0=0.12520064205457448,12=0.123274478330658,9=0.10433386837881206,1=0.0972712680577848,7=0.07736757624398063,11=0.07158908507223101,2=0.05746388443017645,4=0.05746388443017645,5=0.05746388443017645,3=0.05714285714285703,6=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
0=0.12487961476725504,12=0.12199036918138022,9=0.10465489566613151,1=0.09919743178170133,11=0.07576243980738354,7=0.07223113964686986,2=0.05746388443017645,3=0.05746388443017645,5=0.05746388443017645,8=0.05746388443017645,4=0.05714285714285703,6=0.05714285714285703,10=0.05714285714285703,
4=0.29077876791941065,3=0.16602092212320804,0=0.07923285548237123,12=0.07283998450213092,9=0.065865943432778,1=0.054242541650523085,11=0.04901201084850833,7=0.0426191398682681,8=0.04068190623789229,6=0.03487020534676478,2=0.0346764819837272,5=0.0346764819837272,10=0.03448275862068962,
0=0.13322632423756,12=0.12455858747993569,9=0.1075441412520063,1=0.08603531300160502,11=0.07865168539325833,7=0.06934189406099507,3=0.05778491171749588,2=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
0=0.1272306675479179,9=0.12062128222075331,12=0.09451421017845328,1=0.09385327164573683,11=0.07766027759418362,7=0.07303370786516841,5=0.059153998678122814,8=0.059153998678122814,3=0.05915399867812281,4=0.05915399867812281,2=0.05882352941176458,6=0.05882352941176458,10=0.05882352941176458,
4=0.24288389513108602,3=0.16329588014981272,1=0.14625468164794003,12=0.06985018726591755,0=0.061797752808988714,9=0.05505617977528085,11=0.04494382022471908,8=0.04138576779026215,7=0.04044943820224716,6=0.03389513108614231,10=0.03352059925093632,2=0.033333333333333326,5=0.033333333333333326,
0=0.12921348314606737,12=0.12578027465667907,9=0.11516853932584267,1=0.08426966292134822,11=0.07397003745318341,7=0.0708489388264668,4=0.058676654182272074,3=0.05867665418227206,5=0.05836454431960039,8=0.057116104868913754,6=0.056179775280898764,10=0.056179775280898764,2=0.05555555555555545,
11=0.13715614103060822,10=0.07361487795428123,7=0.07322743122820606,12=0.07245253777605572,9=0.0720650910499806,3=0.07206509104998057,6=0.07206509104998057,1=0.07206509104998055,4=0.07167764432390543,0=0.07167764432390539,8=0.07167764432390537,2=0.07012785741960473,5=0.07012785741960473,
5=0.4376045900071724,8=0.14702366722447993,6=0.0786516853932584,7=0.05056179775280899,0=0.035381305283289484,12=0.03466411666268227,2=0.03442505378914654,9=0.03370786516853932,10=0.031436767869949804,3=0.030719579249342585,11=0.029643796318431757,1=0.029165670571360276,4=0.027014104709538606,
10=0.6435073247048781,2=0.09130991324135972,5=0.059237661783530106,11=0.034134547006115804,6=0.03313895605177076,7=0.028872137676006278,9=0.019485137249324425,0=0.01827620537619117,1=0.017209500782250045,12=0.015716114350732485,8=0.013298250604465933,3=0.013013796046081633,4=0.012800455127293405,
6=0.20518994114499708,7=0.17897271268057766,9=0.07089352594970565,0=0.07062600321027279,11=0.06313536650615297,1=0.06260032102728726,12=0.055644729802033124,10=0.051364365971107474,8=0.04922418405564467,5=0.048689138576778965,3=0.04815409309791325,4=0.0478865703584804,2=0.04761904761904755,
8=0.21622362291038627,0=0.11235955056179775,9=0.0942724033981913,1=0.07782954234036728,3=0.06522334886270216,11=0.06494930117840508,7=0.0597423951767608,4=0.058920252123869594,12=0.05453548917511651,2=0.04932858317347222,6=0.04905453548917515,5=0.048780487804878085,10=0.048780487804878085,
1=0.23808077740662006,0=0.10719708472517457,9=0.08715457030063771,11=0.06832675372001211,7=0.061645915578499855,12=0.05891284542969939,8=0.054357728515031886,2=0.05405405405405404,3=0.05405405405405404,4=0.05405405405405404,5=0.05405405405405404,6=0.05405405405405404,10=0.05405405405405404,
0=0.1409601634320736,9=0.12155260469867211,1=0.08546135512427641,11=0.08171603677221649,7=0.07831120190670747,12=0.06775621382362951,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
8=0.12647651973494656,0=0.12013828867761438,9=0.1080380293863439,1=0.10227600115240554,12=0.07087294727744155,11=0.07029674445404771,7=0.06568712186689707,4=0.06539902045520016,3=0.06280610774992791,10=0.052434456928838864,5=0.052146355517141946,6=0.051858254105445034,2=0.05157015269374811,
0=0.14061967994552266,9=0.11270003404834866,1=0.0956758597208035,7=0.0830779707184201,11=0.07694926796050386,12=0.0663942798774259,8=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
0=0.1389172625127682,9=0.11133810010214505,1=0.10146407899216885,11=0.07694926796050386,7=0.07660878447395296,12=0.07048008171603672,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13755532856656452,9=0.11950970377936669,1=0.09329247531494717,7=0.08069458631256378,11=0.07626830098740206,12=0.0680966973101804,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
11=0.1380417335473515,10=0.07383627608346705,12=0.07263242375601921,1=0.07223113964686993,5=0.07182985553772066,0=0.07142857142857138,2=0.07142857142857138,3=0.07142857142857138,4=0.07142857142857138,6=0.07142857142857138,7=0.07142857142857138,8=0.07142857142857138,9=0.07142857142857138,
5=0.43874592243566535,8=0.13501268575570852,11=0.06288510329829647,6=0.047662196447988386,3=0.04077564334903948,2=0.03896339253352661,4=0.03696991663646246,10=0.03624501631025731,12=0.03280173976078287,0=0.032620514679231584,7=0.032620514679231584,9=0.0324392895976803,1=0.03225806451612901,
10=0.50398236381738,2=0.125017778409899,5=0.10055468638884926,6=0.07402929881951362,7=0.04743279761058168,12=0.040605888209358565,0=0.01856065993457547,9=0.017920637178210796,1=0.017351728061442195,11=0.015289432513156025,8=0.013227136964869858,3=0.013084909685677708,4=0.012942682406485561,
10=0.20696457672184576,3=0.16570889441633072,5=0.12419590016296427,11=0.09957972381850934,8=0.0977785401835492,6=0.06372759241787461,1=0.05738056437087229,7=0.05592246333304744,12=0.04348571918689427,2=0.022729222060210993,0=0.0222145981645081,4=0.021442662320953775,9=0.01886954284243933,
5=0.2019553480227638,3=0.1526338829709614,6=0.12184444768714424,8=0.11746680286006127,7=0.0704800817160367,12=0.06522690792353708,1=0.04479789873048297,0=0.04085801838610823,9=0.0396906464322194,2=0.039690646432219395,10=0.0377936670071501,11=0.03429155114548366,4=0.03327010068583097,
6=0.2016111935552259,7=0.15221539113843552,12=0.11723553105787586,11=0.10366758532965877,0=0.0635997456010177,9=0.05872376510493965,1=0.05490778036887856,10=0.043459826160695374,8=0.0426118295526818,5=0.04155183379266485,4=0.04155183379266484,3=0.040067839728641086,2=0.038795844816620725,
3=0.24250936329588005,8=0.18485821294810056,6=0.17977528089887637,12=0.08908507223113955,7=0.07905296950240762,4=0.03250401284109146,9=0.031032637774210788,0=0.030898876404494357,1=0.02942750133761366,11=0.02715355805243443,5=0.025013376136971605,10=0.024745853397538757,2=0.0239432851792402,
5=0.20239902824172493,6=0.16747646522927415,3=0.15047069541451552,8=0.12890980868508956,7=0.08867294260552684,9=0.03522623747342848,12=0.034922563012450655,0=0.03461888855147282,4=0.03355602793805042,11=0.032645004555116916,1=0.03188581840267232,2=0.030822957789249938,10=0.028393562101427256,
6=0.278456277479238,12=0.11187103077674644,7=0.09037616023448952,0=0.07181240840254036,9=0.06888128969223255,1=0.05740107474352713,11=0.05373717635564245,10=0.04640937957987305,8=0.045188080117244823,5=0.04445530043966788,3=0.043966780654616594,2=0.04372252076209094,4=0.04372252076209094,
6=0.23192707229171078,12=0.1933432266270935,7=0.13377146491414044,9=0.057027771888912504,0=0.05299978800084806,1=0.05193979224083109,11=0.04621581513673949,8=0.04027983888064449,10=0.03900784396862412,3=0.03879584481662073,5=0.038795844816620725,2=0.037947848208607166,4=0.037947848208607166,
6=0.28568013387520896,12=0.10279703562036817,7=0.09968921826440359,0=0.06885010757829307,9=0.06622041596939995,11=0.0564188381544346,1=0.056418838154434596,8=0.045421945971790514,10=0.045421945971790514,5=0.04422663160411182,3=0.04327038010996885,4=0.04303131723643312,2=0.04255319148936164,
3=0.19158255570367547,8=0.17196724433441252,7=0.1216911064559131,12=0.07960388497429051,0=0.07179584840982661,9=0.06094077318605973,6=0.057893734526756724,1=0.05122833745953144,4=0.04570557988954479,11=0.04437250047609973,10=0.03466006474957145,5=0.03446962483336502,2=0.034088745000952145,
7=0.12004730928444707,0=0.1117681845062093,9=0.10023654642223531,12=0.09875813128326427,6=0.09787108219988173,1=0.08160851567120044,11=0.07007687758722643,5=0.054109994086339444,8=0.05381431105854524,3=0.05351862803075104,4=0.052927261975162634,2=0.05263157894736843,10=0.05263157894736843,
5=0.20180942652852762,8=0.1794834379104041,7=0.10623084780388153,12=0.10375018240186779,11=0.08959579746096594,0=0.05705530424631544,9=0.05034291551145482,6=0.044214212753538554,1=0.043046840799649724,3=0.0354589230993725,2=0.03020574930687285,4=0.030205749306872847,10=0.028600612870275745,
8=0.13283395755305857,12=0.11235955056179771,0=0.10911360799001242,7=0.10312109862671649,6=0.08314606741573025,9=0.08039950062421967,1=0.06916354556803989,11=0.06292134831460669,3=0.06217228464419469,4=0.0489388264669163,2=0.0454431960049937,5=0.04519350811485637,10=0.04519350811485637,
7=0.11898588303082669,0=0.1149524632670699,9=0.10083549409392092,6=0.0973782771535579,1=0.08124459809853056,8=0.07778738115816758,12=0.07577067127628917,11=0.06770383174877548,3=0.05646787669259571,4=0.053874963987323464,5=0.051858254105445034,2=0.05185825410544502,10=0.05128205128205119,
7=0.1275432736106893,0=0.12359550561797752,9=0.1078044336471303,6=0.10173094442757356,1=0.07834801093228054,12=0.06923777710294564,11=0.06559368357121168,3=0.05496507743698753,8=0.05466140297600971,4=0.054357728515031886,2=0.05405405405405404,5=0.05405405405405404,10=0.05405405405405404,
1=0.19814174589455474,8=0.16227312013828868,7=0.08405358686257554,12=0.07800345721694028,6=0.07476231633534995,0=0.06979256698357814,9=0.06611927398444245,3=0.05380293863439925,11=0.047968885047536686,4=0.04602420051858248,10=0.04019014693171992,5=0.03954191875540186,2=0.03932584269662917,
5=0.2923551443049127,7=0.09275170742454274,0=0.08482044503194526,9=0.07556730557391485,2=0.06256884776382454,1=0.06124697069839165,12=0.05419695968274945,6=0.05419695968274944,11=0.05177351839612244,10=0.05067195417492832,3=0.04031725049570385,4=0.03987662480722622,8=0.0396563119629874,
7=0.13327091136079902,0=0.11641697877652929,9=0.11111111111111112,1=0.08426966292134823,6=0.07553058676654173,12=0.07365792759051175,11=0.07209737827715346,8=0.05586766541822711,2=0.05555555555555545,3=0.05555555555555545,4=0.05555555555555545,5=0.05555555555555545,10=0.05555555555555545,
1=0.20249145090376164,11=0.12677088422081084,7=0.0959941377625794,8=0.08158280410356629,0=0.07547630679042508,9=0.07083536883243775,12=0.06033219345383492,6=0.05959941377625795,3=0.050806057645334704,10=0.045188080117244823,2=0.04372252076209094,4=0.04372252076209094,5=0.04347826086956529,
2=0.6289974070872947,5=0.1327787381158168,10=0.04364736387208295,11=0.020203111495246305,1=0.01955488331892824,3=0.019446845289541898,4=0.019446845289541898,9=0.019446845289541898,6=0.019338807260155556,7=0.019338807260155556,8=0.019338807260155556,0=0.01923076923076921,12=0.01923076923076921,
4=0.19783814535627917,3=0.14507182477599218,6=0.14393400654245503,2=0.13326696060304377,10=0.05248186602190306,9=0.04707722941260136,8=0.04352154743279762,0=0.04337932015360548,1=0.0411036836865311,5=0.04096145640733899,11=0.037548001706727396,12=0.036979092589958754,7=0.036836865310766624,
6=0.1991573033707865,0=0.09353932584269663,9=0.09325842696629211,11=0.07837078651685389,1=0.07696629213483144,7=0.07106741573033705,12=0.06629213483146063,5=0.05533707865168534,8=0.054494382022471845,4=0.05365168539325836,3=0.053651685393258354,2=0.05224719101123587,10=0.05196629213483139,
6=0.20163984208928035,9=0.09383540844214999,1=0.08138475554205886,0=0.08047373215912541,7=0.07318554509565749,11=0.07166717279076833,12=0.07045247494685697,5=0.05587610081992105,8=0.05466140297600971,3=0.054357728515031886,4=0.054357728515031865,2=0.05405405405405404,10=0.05405405405405404,
6=0.20285453993319155,9=0.09262071059823868,0=0.08806559368357117,7=0.07500759186152443,1=0.0747039174005466,11=0.06984512602490134,12=0.06832675372001214,5=0.05648344974187673,8=0.054661402976009715,10=0.05466140297600971,2=0.054357728515031886,3=0.054357728515031886,4=0.05405405405405404,
3=0.19101123595505617,4=0.1898685964578175,6=0.1304513426014092,12=0.08360312321462567,0=0.05598933536469238,9=0.05294229670538938,11=0.050085697962292834,1=0.04780041896781559,8=0.04665777947057697,7=0.04608645972195766,10=0.03561226433060364,5=0.03523138449819077,2=0.03466006474957146,
2=0.4121187800963082,11=0.11075441412520065,10=0.08948635634028895,12=0.08005617977528087,5=0.07935393258426968,9=0.043840288924558574,6=0.04313804173354734,0=0.02869181380417334,1=0.025280898876404483,8=0.02497993579454252,7=0.02277287319422149,3=0.01996388443017655,4=0.01956260032102727,
6=0.1617386162034298,9=0.1392667060910704,0=0.08397397989355405,12=0.07953873447664096,1=0.07185097575399167,7=0.06741573033707861,11=0.06534594914251915,4=0.06150206978119449,3=0.054405677114133646,5=0.05410999408633944,10=0.053814311058545235,2=0.05351862803075104,8=0.05351862803075103,
2=0.3190703401569957,4=0.13590888102201013,9=0.0760350931199015,10=0.07126366015083883,6=0.06957057103278437,8=0.05371710020009237,0=0.041865476373711,5=0.04078805602585813,12=0.04017238725565649,3=0.039556718485454875,1=0.03955671848545486,7=0.0363244574418963,11=0.0361705402493459,
9=0.15864098448368089,6=0.12894596040663434,0=0.08346709470304967,1=0.08266452648475112,11=0.07811663991439265,12=0.07597645799892982,7=0.07330123060460132,8=0.05564472980203312,4=0.05377207062600316,3=0.05377207062600313,10=0.05296950240770461,5=0.05189941144997318,2=0.05082932049224178,
9=0.1513732833957552,6=0.1357677902621724,0=0.08801498127340811,1=0.07521847690387005,12=0.07334581772784009,11=0.0717852684144818,7=0.06928838951310852,10=0.05649188514357044,3=0.05586766541822711,5=0.05586766541822711,8=0.05586766541822711,2=0.05555555555555545,4=0.05555555555555545,
9=0.13982521847690382,6=0.13327091136079902,0=0.08458177278401989,12=0.07865168539325831,1=0.07802746566791499,7=0.07584269662921338,11=0.07490636704119838,10=0.05680399500624209,4=0.05586766541822711,2=0.05555555555555545,3=0.05555555555555545,5=0.05555555555555545,8=0.05555555555555545,
9=0.14728211357424836,6=0.13149104160340114,1=0.09383540844214996,0=0.08624354691770415,12=0.07561494078348012,7=0.07014880048587918,11=0.06680838141512299,4=0.055572426358943196,10=0.055268751897965374,8=0.05466140297600971,2=0.054357728515031886,3=0.054357728515031886,5=0.054357728515031886,
5=0.34106560347952186,4=0.20732149329467203,8=0.07847046031170718,3=0.05038057267125768,6=0.04965567234505253,2=0.03896339253352661,10=0.03570134106560345,11=0.03425154041319316,7=0.033164189923885444,1=0.03298296484233416,12=0.03298296484233416,0=0.032620514679231584,9=0.0324392895976803,
10=0.4419475655430715,2=0.12367519324248946,4=0.09857359152123679,5=0.07243605068132916,6=0.06582197784684035,7=0.03856881026376604,8=0.034185990915610795,9=0.025021914096740774,0=0.024782851223205043,1=0.0197625308789545,11=0.01936409275639494,3=0.01896565463383537,12=0.016893776396525624,
6=0.19457385585091805,9=0.13209098383118653,10=0.08577692518498226,0=0.07371882707591126,11=0.06768977802137577,1=0.064675253494108,7=0.06385311044121682,2=0.060564538229652,12=0.0597423951767608,5=0.05015072622636342,4=0.04932858317347222,3=0.04905453548917515,8=0.048780487804878085,
